distinct_routes_count = data['Route'].nunique(),Departing Port,Arriving Port,Airline,Year,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,2021,55,178,210,134,102
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,2021,68,671,680,76,67
Brisbane-Adelaide,Brisbane,Adelaide,QantasLink,2021,17,75,75,106,106
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,2021,108,735,796,161,100
Brisbane-Cairns,Brisbane,Cairns,Jetstar,2021,64,693,698,300,295
Brisbane-Cairns,Brisbane,Cairns,Qantas,2021,67,1127,1105,165,187
Brisbane-Cairns,Brisbane,Cairns,QantasLink,2021,12,156,150,59,65
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,2021,101,1214,1208,324,330
Brisbane-Canberra,Brisbane,Canberra,Jetstar,2021,1,54,74,42,22
Brisbane-Canberra,Brisbane,Canberra,Qantas,2021,43,157,161,21,17
Brisbane-Canberra,Brisbane,Canberra,QantasLink,2021,113,617,640,272,249
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,2021,53,505,542,157,120
Brisbane-Darwin,Brisbane,Darwin,Jetstar,2021,27,203,202,53,54
Brisbane-Darwin,Brisbane,Darwin,Qantas,2021,31,407,373,92,126
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,2021,29,335,346,60,49
Brisbane-Emerald,Brisbane,Emerald,QantasLink,2021,110,1055,1056,137,136
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,2021,7,266,275,42,33
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,2021,155,975,978,233,230
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,2021,49,437,417,48,68
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Qantas,2021,20,359,340,27,46
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,2021,23,468,460,52,60
Brisbane-Hobart,Brisbane,Hobart,Jetstar,2021,16,278,300,62,40
Brisbane-Hobart,Brisbane,Hobart,Qantas,2021,10,73,71,4,6
Brisbane-Hobart,Brisbane,Hobart,QantasLink,2021,13,204,208,59,55
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,2021,44,449,490,105,64
Brisbane-Mackay,Brisbane,Mackay,Jetstar,2021,10,236,250,112,98
Brisbane-Mackay,Brisbane,Mackay,Qantas,2021,91,912,901,97,108
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2021,26,123,119,27,31
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2021,69,957,961,230,226
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2021,242,545,630,406,321
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2021,280,1756,1834,536,458
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2021,7,157,162,40,35
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2021,323,1109,1197,1016,928
Brisbane-Mount Isa,Brisbane,Mount Isa,Qantas,2021,15,392,381,20,31
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,2021,7,116,120,59,55
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,2021,6,158,144,18,32
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,2021,50,273,280,90,83
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,2021,71,413,427,192,178
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,2021,24,477,459,88,106
Brisbane-Perth,Brisbane,Perth,Jetstar,2021,5,52,66,60,46
Brisbane-Perth,Brisbane,Perth,Qantas,2021,145,613,564,182,231
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2021,38,330,373,155,112
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,2021,6,302,273,111,140
Brisbane-Proserpine,Brisbane,Proserpine,QantasLink,2021,25,235,212,39,62
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2021,18,439,436,74,77
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2021,144,1354,1335,245,264
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2021,55,851,777,183,257
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2021,225,476,527,314,263
Brisbane-Sydney,Brisbane,Sydney,Qantas,2021,438,2471,2463,678,686
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2021,10,275,265,24,34
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2021,328,1595,1748,932,779
Brisbane-Townsville,Brisbane,Townsville,Jetstar,2021,20,494,486,128,136
Brisbane-Townsville,Brisbane,Townsville,Qantas,2021,65,1046,1016,174,204
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2021,3,47,40,30,37
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2021,81,981,987,214,208
Broome-Perth,Broome,Perth,Qantas,2021,20,387,403,69,53
Broome-Perth,Broome,Perth,QantasLink,2021,48,399,418,162,143
Broome-Perth,Broome,Perth,Virgin Australia,2021,9,236,274,91,53
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,2021,12,212,251,125,86
Cairns-Brisbane,Cairns,Brisbane,Jetstar,2021,62,777,748,215,244
Cairns-Brisbane,Cairns,Brisbane,Qantas,2021,65,1150,1135,134,149
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2021,15,140,127,73,86
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2021,97,1226,1347,312,191
Cairns-Melbourne,Cairns,Melbourne,Jetstar,2021,55,443,481,211,173
Cairns-Melbourne,Cairns,Melbourne,Qantas,2021,24,242,226,99,115
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2021,52,351,360,194,185
Cairns-Sydney,Cairns,Sydney,Jetstar,2021,87,428,448,138,118
Cairns-Sydney,Cairns,Sydney,Qantas,2021,35,254,252,132,134
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2021,51,397,409,107,95
Cairns-Townsville,Cairns,Townsville,QantasLink,2021,40,1301,1315,155,141
Cairns-Townsville,Cairns,Townsville,Rex Airlines,2021,3,173,172,14,15
Canberra-Adelaide,Canberra,Adelaide,Qantas,2021,25,107,107,5,5
Canberra-Adelaide,Canberra,Adelaide,QantasLink,2021,12,239,249,81,71
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2021,8,171,173,21,19
Canberra-Brisbane,Canberra,Brisbane,Jetstar,2021,3,48,52,50,46
Canberra-Brisbane,Canberra,Brisbane,Qantas,2021,43,148,155,28,21
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2021,104,654,626,237,265
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2021,54,530,533,135,132
Canberra-Melbourne,Canberra,Melbourne,Qantas,2021,3,24,23,6,7
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2021,232,1101,1068,482,515
Canberra-Melbourne,Canberra,Melbourne,Rex Airlines,2021,0,113,114,28,27
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2021,43,624,648,258,234
Canberra-Sydney,Canberra,Sydney,Qantas,2021,5,0,0,0,0
Canberra-Sydney,Canberra,Sydney,QantasLink,2021,489,1885,1808,548,625
Canberra-Sydney,Canberra,Sydney,Rex Airlines,2021,49,548,491,52,109
Canberra-Sydney,Canberra,Sydney,Virgin Australia,2021,7,694,691,119,122
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2021,81,603,608,189,184
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Rex Airlines,2021,21,476,449,112,139
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2021,2,94,100,22,16
Darwin-Brisbane,Darwin,Brisbane,Jetstar,2021,30,153,156,101,98
Darwin-Brisbane,Darwin,Brisbane,Qantas,2021,27,306,301,183,188
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2021,30,280,322,111,69
Darwin-Melbourne,Darwin,Melbourne,Jetstar,2021,27,36,44,66,58
Darwin-Melbourne,Darwin,Melbourne,Qantas,2021,23,156,155,90,91
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,2021,33,92,94,84,82
Darwin-Perth,Darwin,Perth,Qantas,2021,25,267,256,43,54
Darwin-Perth,Darwin,Perth,QantasLink,2021,3,15,17,60,58
Darwin-Perth,Darwin,Perth,Virgin Australia,2021,1,46,47,20,19
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,2021,10,95,101,54,48
Darwin-Sydney,Darwin,Sydney,Jetstar,2021,2,14,36,40,18
Darwin-Sydney,Darwin,Sydney,Qantas,2021,0,12,18,70,64
Darwin-Sydney,Darwin,Sydney,Virgin Australia,2021,1,30,34,6,2
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2021,61,533,552,154,135
Dubbo-Sydney,Dubbo,Sydney,Rex Airlines,2021,13,602,567,148,183
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2021,112,1026,1031,161,156
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,2021,4,276,280,33,29
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2021,156,999,1000,205,204
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2021,50,413,374,71,110
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,2021,30,196,217,48,27
Gold Coast-Adelaide,Gold Coast,Adelaide,QantasLink,2021,19,34,43,28,19
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2021,40,194,207,60,47
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,2021,231,904,988,460,376
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2021,42,270,286,124,108
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,2021,29,54,70,75,59
Gold Coast-Melbourne,Gold Coast,Melbourne,Rex Airlines,2021,38,285,268,61,78
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2021,288,1284,1483,756,557
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,2021,284,1064,1118,456,402
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2021,46,389,389,169,169
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,2021,14,56,56,54,54
Gold Coast-Sydney,Gold Coast,Sydney,Rex Airlines,2021,35,251,254,35,32
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2021,267,1275,1360,586,501
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Qantas,2021,22,308,311,74,71
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2021,23,409,435,110,84
Hamilton Island-Sydney,Hamilton Island,Sydney,Jetstar,2021,21,82,95,76,63
Hamilton Island-Sydney,Hamilton Island,Sydney,Qantas,2021,26,150,156,53,47
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2021,11,121,131,58,48
Hobart-Brisbane,Hobart,Brisbane,Jetstar,2021,17,259,257,80,82
Hobart-Brisbane,Hobart,Brisbane,Qantas,2021,10,67,67,10,10
Hobart-Brisbane,Hobart,Brisbane,QantasLink,2021,14,195,199,67,63
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2021,47,415,395,136,156
Hobart-Melbourne,Hobart,Melbourne,Jetstar,2021,128,675,697,382,360
Hobart-Melbourne,Hobart,Melbourne,Qantas,2021,0,11,11,12,12
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2021,71,505,517,235,223
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2021,65,577,534,275,318
Hobart-Sydney,Hobart,Sydney,Jetstar,2021,77,394,374,170,190
Hobart-Sydney,Hobart,Sydney,Qantas,2021,19,146,143,33,36
Hobart-Sydney,Hobart,Sydney,QantasLink,2021,28,188,143,112,157
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2021,37,439,410,97,126
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2021,4,158,175,57,40
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2021,42,456,480,169,145
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2021,2,195,214,148,129
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,2021,6,256,267,106,95
Karratha-Perth,Karratha,Perth,Qantas,2021,18,449,460,55,44
Karratha-Perth,Karratha,Perth,QantasLink,2021,74,911,928,220,203
Karratha-Perth,Karratha,Perth,Virgin Australia,2021,0,280,308,80,52
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,2021,0,186,197,82,71
Launceston-Melbourne,Launceston,Melbourne,Jetstar,2021,80,352,374,280,258
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2021,115,391,371,296,316
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2021,42,484,462,148,170
Launceston-Sydney,Launceston,Sydney,Jetstar,2021,31,230,238,137,129
Launceston-Sydney,Launceston,Sydney,QantasLink,2021,8,84,91,52,45
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2021,7,245,236,31,40
Mackay-Brisbane,Mackay,Brisbane,Jetstar,2021,14,219,231,125,113
Mackay-Brisbane,Mackay,Brisbane,Qantas,2021,96,878,867,124,135
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2021,34,156,162,37,31
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2021,70,963,1022,223,164
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,2021,108,468,519,239,188
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2021,206,1070,1089,381,362
Melbourne-Adelaide,Melbourne,Adelaide,QantasLink,2021,1,0,0,12,12
Melbourne-Adelaide,Melbourne,Adelaide,Rex Airlines,2021,29,289,286,43,46
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2021,203,1160,1176,577,561
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,2021,242,552,543,400,409
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2021,263,1673,1629,642,686
Melbourne-Brisbane,Melbourne,Brisbane,Rex Airlines,2021,6,171,163,26,34
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2021,324,1358,1324,769,803
Melbourne-Cairns,Melbourne,Cairns,Jetstar,2021,53,343,403,318,258
Melbourne-Cairns,Melbourne,Cairns,Qantas,2021,23,228,241,112,99
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2021,53,392,401,152,143
Melbourne-Canberra,Melbourne,Canberra,Qantas,2021,3,24,22,7,9
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2021,228,1043,1047,546,542
Melbourne-Canberra,Melbourne,Canberra,Rex Airlines,2021,0,121,119,20,22
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2021,39,642,649,242,235
Melbourne-Darwin,Melbourne,Darwin,Jetstar,2021,25,64,60,38,42
Melbourne-Darwin,Melbourne,Darwin,Qantas,2021,27,173,176,75,72
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,2021,26,131,121,44,54
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,2021,228,812,843,552,521
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,2021,44,325,324,69,70
Melbourne-Gold Coast,Melbourne,Gold Coast,QantasLink,2021,29,75,69,54,60
Melbourne-Gold Coast,Melbourne,Gold Coast,Rex Airlines,2021,38,301,297,44,48
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2021,289,1382,1377,664,669
Melbourne-Hobart,Melbourne,Hobart,Jetstar,2021,126,712,771,342,283
Melbourne-Hobart,Melbourne,Hobart,Qantas,2021,0,13,16,10,7
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2021,73,465,487,285,263
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,2021,63,629,615,224,238
Melbourne-Launceston,Melbourne,Launceston,Jetstar,2021,78,396,417,236,215
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2021,104,449,407,250,292
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,2021,43,449,433,184,200
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2021,64,583,615,348,316
Melbourne-Mildura,Melbourne,Mildura,Rex Airlines,2021,13,472,459,123,136
Melbourne-Newcastle,Melbourne,Newcastle,Jetstar,2021,41,363,342,183,204
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,2021,38,169,160,113,122
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,2021,11,224,224,80,80
Melbourne-Perth,Melbourne,Perth,Jetstar,2021,40,120,148,94,66
Melbourne-Perth,Melbourne,Perth,Qantas,2021,58,370,395,399,374
Melbourne-Perth,Melbourne,Perth,Virgin Australia,2021,37,351,454,271,168
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Jetstar,2021,69,347,331,160,176
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Qantas,2021,2,179,181,40,38
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,QantasLink,2021,15,94,85,58,67
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,2021,108,537,547,241,231
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2021,491,1466,1544,809,731
Melbourne-Sydney,Melbourne,Sydney,Qantas,2021,1035,4148,4020,1184,1312
Melbourne-Sydney,Melbourne,Sydney,QantasLink,2021,41,45,36,43,52
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2021,76,646,635,81,92
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2021,614,3315,3267,1255,1303
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2021,65,593,580,335,348
Mildura-Melbourne,Mildura,Melbourne,Rex Airlines,2021,11,500,478,92,114
Mount Isa-Brisbane,Mount Isa,Brisbane,Qantas,2021,19,361,375,47,33
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,2021,9,126,134,47,39
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,2021,6,144,134,32,42
Newcastle-Brisbane,Newcastle,Brisbane,Jetstar,2021,49,262,253,102,111
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,2021,68,431,432,170,169
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,2021,25,492,459,72,105
Newcastle-Melbourne,Newcastle,Melbourne,Jetstar,2021,42,323,367,222,178
Newcastle-Melbourne,Newcastle,Melbourne,QantasLink,2021,35,208,208,82,82
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,2021,7,213,204,90,99
Newman-Perth,Newman,Perth,Qantas,2021,16,178,176,47,49
Newman-Perth,Newman,Perth,QantasLink,2021,62,868,846,215,237
Newman-Perth,Newman,Perth,Virgin Australia,2021,3,274,275,79,78
Newman-Perth,Newman,Perth,Virgin Australia Regional Airlines,2021,8,234,226,76,84
Perth-Adelaide,Perth,Adelaide,Jetstar,2021,27,86,113,99,72
Perth-Adelaide,Perth,Adelaide,Qantas,2021,69,553,568,153,138
Perth-Adelaide,Perth,Adelaide,Virgin Australia,2021,18,176,174,20,22
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,2021,13,118,109,53,62
Perth-Brisbane,Perth,Brisbane,Jetstar,2021,6,31,35,80,76
Perth-Brisbane,Perth,Brisbane,Qantas,2021,137,619,612,178,185
Perth-Brisbane,Perth,Brisbane,Virgin Australia,2021,44,265,338,218,145
Perth-Broome,Perth,Broome,Qantas,2021,14,422,432,35,25
Perth-Broome,Perth,Broome,QantasLink,2021,37,454,487,114,81
Perth-Broome,Perth,Broome,Virgin Australia,2021,8,264,283,64,45
Perth-Broome,Perth,Broome,Virgin Australia Regional Airlines,2021,11,267,272,71,66
Perth-Darwin,Perth,Darwin,Qantas,2021,25,288,279,24,33
Perth-Darwin,Perth,Darwin,QantasLink,2021,3,35,39,40,36
Perth-Darwin,Perth,Darwin,Virgin Australia,2021,1,54,54,11,11
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,2021,10,118,119,32,31
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,2021,3,201,198,15,18
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2021,36,508,496,122,134
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,2021,1,309,309,35,35
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia Regional Airlines,2021,5,307,299,55,63
Perth-Karratha,Perth,Karratha,Qantas,2021,13,470,471,45,44
Perth-Karratha,Perth,Karratha,QantasLink,2021,64,967,926,172,213
Perth-Karratha,Perth,Karratha,Virgin Australia,2021,0,335,323,25,37
Perth-Karratha,Perth,Karratha,Virgin Australia Regional Airlines,2021,0,225,215,43,53
Perth-Melbourne,Perth,Melbourne,Jetstar,2021,41,70,81,140,129
Perth-Melbourne,Perth,Melbourne,Qantas,2021,62,563,499,197,261
Perth-Melbourne,Perth,Melbourne,Virgin Australia,2021,31,311,356,317,272
Perth-Newman,Perth,Newman,Qantas,2021,16,196,202,30,24
Perth-Newman,Perth,Newman,QantasLink,2021,57,944,958,142,128
Perth-Newman,Perth,Newman,Virgin Australia,2021,2,325,321,29,33
Perth-Newman,Perth,Newman,Virgin Australia Regional Airlines,2021,8,266,262,43,47
Perth-Port Hedland,Perth,Port Hedland,Qantas,2021,5,458,447,34,45
Perth-Port Hedland,Perth,Port Hedland,QantasLink,2021,52,805,776,141,170
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,2021,0,140,134,20,26
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia Regional Airlines,2021,8,394,395,65,64
Perth-Sydney,Perth,Sydney,Jetstar,2021,42,35,59,104,80
Perth-Sydney,Perth,Sydney,Qantas,2021,46,548,539,212,221
Perth-Sydney,Perth,Sydney,Virgin Australia,2021,24,224,328,229,125
Port Hedland-Perth,Port Hedland,Perth,Qantas,2021,8,394,402,97,89
Port Hedland-Perth,Port Hedland,Perth,QantasLink,2021,59,717,708,230,239
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,2021,0,94,100,66,60
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia Regional Airlines,2021,11,325,318,130,137
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,2021,93,941,941,131,131
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Rex Airlines,2021,45,1593,1567,298,324
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,2021,68,550,549,139,140
Port Macquarie-Sydney,Port Macquarie,Sydney,Rex Airlines,2021,13,486,396,101,191
Proserpine-Brisbane,Proserpine,Brisbane,Jetstar,2021,11,235,248,178,165
Proserpine-Brisbane,Proserpine,Brisbane,QantasLink,2021,27,195,203,76,68
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,2021,23,363,402,150,111
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2021,157,1263,1234,322,351
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,2021,53,864,875,170,159
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Jetstar,2021,73,310,317,191,184
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Qantas,2021,3,166,169,53,50
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,QantasLink,2021,17,81,85,68,64
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,2021,106,459,438,316,337
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Jetstar,2021,88,348,335,158,171
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Qantas,2021,16,263,278,97,82
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2021,17,7,7,0,0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,2021,75,375,313,191,253
Sydney-Adelaide,Sydney,Adelaide,Jetstar,2021,129,408,499,277,186
Sydney-Adelaide,Sydney,Adelaide,Qantas,2021,112,1012,1008,353,357
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,2021,58,654,665,213,202
Sydney-Albury,Sydney,Albury,QantasLink,2021,64,539,581,157,115
Sydney-Albury,Sydney,Albury,Rex Airlines,2021,9,578,585,100,93
Sydney-Armidale,Sydney,Armidale,QantasLink,2021,67,460,484,202,178
Sydney-Armidale,Sydney,Armidale,Rex Airlines,2021,19,355,352,127,130
Sydney-Ballina,Sydney,Ballina,Jetstar,2021,108,500,496,138,142
Sydney-Ballina,Sydney,Ballina,Qantas,2021,0,59,58,4,5
Sydney-Ballina,Sydney,Ballina,QantasLink,2021,101,489,427,181,243
Sydney-Ballina,Sydney,Ballina,Rex Airlines,2021,11,173,174,37,36
Sydney-Ballina,Sydney,Ballina,Virgin Australia,2021,54,509,484,112,137
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2021,216,476,479,325,322
Sydney-Brisbane,Sydney,Brisbane,Qantas,2021,457,2163,2127,973,1009
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2021,10,248,235,54,67
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2021,328,1909,1890,608,627
Sydney-Cairns,Sydney,Cairns,Jetstar,2021,85,401,412,166,155
